Well,index,H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340yield,OD34yield_pred,OD34yield_std_pred,Label,Unnamed: 0,OD340yield_pred,OD340yield_std,OD340_pred,OD340_std
B7,5.0,0.0238705779439489,8.995839984916486,1.880084387345865,3.7764294907557345,0.0744527613886089,9.884826138062923,0.9756544685345072,462.4295084702656,0.0002522969829414,0.0028884202591875,0.0003292714212313,0.0035334360906598,0.0008567732420042,,,,exploit,5.0,0.0231589254907382,0.0041253009008446,,
C7,5.0,0.0238705779439489,8.995839984916486,1.880084387345865,3.7764294907557345,0.0744527613886089,9.884826138062923,0.9756544685345072,462.4295084702656,0.0002522969829414,0.0028884202591875,0.0003292714212313,0.0035334360906598,0.0008567732420042,,,,exploit,5.0,0.0231589254907382,0.0041253009008446,,
D7,6.0,0.0309738083154747,13.11274415301186,0.9822817036764522,2.220678608917124,0.0978405585144675,7.256409745377594,3.672025961412561,461.81635565562874,0.0001137475833783,0.000193720996456,0.0005437634300089,0.0058050086629433,0.0007587879158742,,,,exploit,6.0,0.022323275783046,0.0040921973689131,,
E7,6.0,0.0309738083154747,13.11274415301186,0.9822817036764522,2.220678608917124,0.0978405585144675,7.256409745377594,3.672025961412561,461.81635565562874,0.0001137475833783,0.000193720996456,0.0005437634300089,0.0058050086629433,0.0007587879158742,,,,exploit,6.0,0.022323275783046,0.0040921973689131,,
F7,6.0,0.0309738083154747,13.11274415301186,0.9822817036764522,2.220678608917124,0.0978405585144675,7.256409745377594,3.672025961412561,461.81635565562874,0.0001137475833783,0.000193720996456,0.0005437634300089,0.0058050086629433,0.0007587879158742,,,,exploit,6.0,0.022323275783046,0.0040921973689131,,
A8,7.0,0.0202688935218741,16.634365840925,1.1445136283796349,2.277858897471309,0.0987927671073304,9.359019691573543,4.0629030442353695,418.84636470736825,5.808512788444968e-05,0.0007427445915556,0.0003502644666973,0.0058771178642879,0.0006368550063038,,,,exploit,7.0,0.0223129599461094,0.0040908179053695,,
B8,7.0,0.0202688935218741,16.634365840925,1.1445136283796349,2.277858897471309,0.0987927671073304,9.359019691573543,4.0629030442353695,418.84636470736825,5.808512788444968e-05,0.0007427445915556,0.0003502644666973,0.0058771178642879,0.0006368550063038,,,,exploit,7.0,0.0223129599461094,0.0040908179053695,,
C8,7.0,0.0202688935218741,16.634365840925,1.1445136283796349,2.277858897471309,0.0987927671073304,9.359019691573543,4.0629030442353695,418.84636470736825,5.808512788444968e-05,0.0007427445915556,0.0003502644666973,0.0058771178642879,0.0006368550063038,,,,exploit,7.0,0.0223129599461094,0.0040908179053695,,
D8,,0.004383255904956811,18.009772390930756,0.29376418407700033,1.4372284280888301,0.010265633827159231,8.593542239302923,0.4859702736404163,46.32337101226071,2.790313928780405e-05,0.0003044935178380269,0.00010239960155909096,0.0007802607655807233,9.786061311197653e-05,,,,standard,,,,0.01276987073794987,0.0040247673808015616
E8,,0.004383255904956811,18.009772390930756,0.29376418407700033,1.4372284280888301,0.010265633827159231,8.593542239302923,0.4859702736404163,46.32337101226071,2.790313928780405e-05,0.0003044935178380269,0.00010239960155909096,0.0007802607655807233,9.786061311197653e-05,,,,standard,,,,0.01276987073794987,0.0040247673808015616
F8,,0.004383255904956811,18.009772390930756,0.29376418407700033,1.4372284280888301,0.010265633827159231,8.593542239302923,0.4859702736404163,46.32337101226071,2.790313928780405e-05,0.0003044935178380269,0.00010239960155909096,0.0007802607655807233,9.786061311197653e-05,,,,standard,,,,0.01276987073794987,0.0040247673808015616
