,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM]
10,-0.6486967382550685,0.03778991136187293,0.5437000496526019,0.5689455932685306,0.24756060327306395,-0.498823221866567,0.5655451317042615,0.8055311187587268,0.7166016539810145,-0.6022881561951847,-0.1850593831550248,-0.5747744206238661
11,0.9950921145187877,0.9472717628579514,0.9789028211242152,-0.4849934119118873,-0.10200243959645838,0.2382868446284676,-0.9092935649133325,-0.6752722054832228,-0.05196313096621097,-0.5162437373839641,-0.5976592464669906,-0.7012219241673556
12,0.8644865633448027,0.27152176772323977,0.7771650089512161,0.6562252296611126,-0.7250854177733523,0.28504762753580315,0.33685971267545955,-0.99745318654058,0.5157611415067409,0.495313127065089,0.16367308165048455,0.8977426371948936
13,-0.5710654724394753,0.33816023187428934,-0.818606884365447,-0.15188904971687445,-0.5070236545561357,0.980749438171044,-0.1485771400445346,0.05559191636213301,0.7443070661512712,-0.547133016932325,0.6881230371190985,0.566605433562382
14,0.16182739509591904,-0.622632024610299,-0.7361278597189908,0.9175915096987473,0.5505588707117033,-0.2716427403504854,0.5217355327018824,0.3988855130618789,-0.5378136960998,0.09166942483835427,0.46712618663948047,-0.4324313985725622
15,0.9046528486514269,0.42071247505775267,-0.29309283524483254,0.006301434789323768,0.9153404440743691,0.05178702994282047,-0.11993920310361128,-0.6474446275197328,-0.42616561903640815,-0.9081414665159173,-0.08042658656262902,0.7864490056533091
16,0.0025342413947317954,-0.015551530434166017,-0.1947225384404152,0.6901561288691223,-0.298887106698416,-0.9394437598217151,0.6329679221021456,0.9092834929213203,-0.8713368767660378,0.6924099318096486,-0.38499827064914194,0.6874823284085305
17,-0.34527055089668224,-0.9686321895704089,-0.7113131105365791,-0.4154480148547641,0.44442216518063193,0.7276750468185826,-0.4575005703979561,-0.8659683062569664,0.8819613535421382,0.7516527029292255,0.6530991996852298,-0.22890647670134567
18,0.7965091949638328,0.16785137603423483,0.627196001256974,-0.6908586123039535,0.9701669363239545,-0.5631338282136014,-0.47497299919030467,-0.7387927040310174,-0.7951001942202763,-0.6979279717821976,0.24473918027812602,0.32578386302701157
19,0.520493574859429,-0.09392627101323359,-0.46432720914127157,-0.11756709190133396,0.28353501786974555,0.0903067077150781,0.8596800679391576,0.13898677443248264,0.6557225214797737,-0.3352999833503666,0.7566196562811192,-0.30078228028843457
20,0.661710290241948,-0.3792633786417252,0.4566312813510469,0.4667751665326141,0.6935269061923259,-0.26350384218941814,0.9141455062873423,0.44920944039638844,0.4648601533325578,-0.8316305460367222,0.446059812386137,0.18875186538693733
21,0.2105001145083476,-0.4323271506416694,0.0974627445084999,0.8484271547087863,0.4701824514884556,-0.15054875825154446,0.3328343024431455,-0.09717217077538332,-0.9870531487967436,0.046972258787887355,0.3676655297494591,0.8110133972389311
22,0.07469814895904103,0.7926032570120616,-0.012319872040023161,-0.21942259540029285,-0.016539769098309787,-0.3757146527490498,0.23014757623049786,-0.25908261625008044,0.0869528440917735,0.5864982710037914,-0.6840068359844738,0.2558169362889058
23,-0.712665192279647,-0.7693284825415123,0.8954104859891763,0.3327956936413896,-0.6122178476286327,0.8964029083994198,-0.04676703767300405,-0.9070936964753566,0.8629155262345167,0.1636601157421913,-0.45742312222865866,-0.1079849820231441
24,-0.5094705775875377,0.8125979776653729,0.3744269524229593,-0.8914649305001487,-0.5855843124644406,0.1762143032451351,-0.7134035478299203,-0.4181373209726228,0.9973600038965764,-0.9733778438182986,-0.650691067663483,0.37914573569529075
25,0.53384103798314,0.5915206530844395,0.5157860993159025,0.42554975099736625,-0.8196416313641763,-0.8688482981033663,-0.9718301414048068,0.23484953320647572,0.23718511838447687,-0.22651121054451873,0.2996617486017823,0.9605201619510744
26,0.3576165268442191,0.21735966368353332,-0.2581047682821782,-0.952846103632153,0.39484463028203143,-0.12677120456070656,-0.5608635855878656,0.49105805742672337,-0.3489800418323903,0.9519443258380047,-0.9199478041542868,-0.8443642885404985
27,-0.9607957058150509,-0.8844464643320622,-0.3421077917510562,0.7643516088476381,-0.3709626320207806,-0.632741543208692,-0.28671798543620475,0.5360476910857497,-0.483184267682623,-0.7336364504292858,-0.7929705817554602,-0.15721167126677393
28,0.2895326426772069,0.7106174422865748,-0.9872088822859681,-0.37996494232933586,0.04708061651109419,0.7459298326832284,0.16400039104410125,-0.5157789708153542,-0.8609488270541092,-0.2995925477623014,-0.2012707172004734,0.6344724969166804
29,-0.7458298015499827,0.517971784440693,0.2731155631123259,0.24207451095116084,0.8210181907968841,-0.008352837202734609,0.4470236327961361,0.7121941321645255,-0.656970093236123,0.2903527783254789,-0.0031210849001529484,0.4272022172840175
