Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
E2,35.29411764705846,15.0,9.019074388627564,61.1072554775106,7.482462139069438,9.022954318519709,24.931231406767022,9.301005189290002,71.33012265464669,496.5025311658929,24.442966840183335,24.7306718059425,24.915610122775,14.336331614757812,15.279100301625002,5.0,637.304564927334,15.0
F2,35.29411764705846,15.0,9.019074388627564,61.1072554775106,7.482462139069438,9.022954318519709,24.931231406767022,9.301005189290002,71.33012265464669,496.5025311658929,24.442966840183335,24.7306718059425,24.915610122775,14.336331614757812,15.279100301625002,5.0,637.304564927334,15.0
A3,35.294117647058684,15.0,8.256236227977313,78.20281825459904,49.30458123381489,9.66412448055484,23.451235281322298,9.293783929591587,50.599642152911464,498.46399176561465,19.995924690658335,24.761885375492497,24.100417545775002,13.591159296556562,88.93147473204999,5.0,531.0886073860228,15.0
B3,35.294117647058684,15.0,8.256236227977313,78.20281825459904,49.30458123381489,9.66412448055484,23.451235281322298,9.293783929591587,50.599642152911464,498.46399176561465,19.995924690658335,24.761885375492497,24.100417545775002,13.591159296556562,88.93147473204999,5.0,531.0886073860228,15.0
C3,35.294117647058684,15.0,8.256236227977313,78.20281825459904,49.30458123381489,9.66412448055484,23.451235281322298,9.293783929591587,50.599642152911464,498.46399176561465,19.995924690658335,24.761885375492497,24.100417545775002,13.591159296556562,88.93147473204999,5.0,531.0886073860228,15.0
D3,35.29411764705924,15.0,28.66050772650125,7.792857253074246,75.12525032181554,18.781322590976924,5.952793214414575,5.706266934484027,498.73464281479295,414.0988809205676,72.28724284735898,14.219624518424999,5.2308688613825005,78.24139325523124,18.469353146295,5.0,186.40487794762097,15.0
E3,35.29411764705924,15.0,28.66050772650125,7.792857253074246,75.12525032181554,18.781322590976924,5.952793214414575,5.706266934484027,498.73464281479295,414.0988809205676,72.28724284735898,14.219624518424999,5.2308688613825005,78.24139325523124,18.469353146295,5.0,186.40487794762097,15.0
F3,35.29411764705924,15.0,28.66050772650125,7.792857253074246,75.12525032181554,18.781322590976924,5.952793214414575,5.706266934484027,498.73464281479295,414.0988809205676,72.28724284735898,14.219624518424999,5.2308688613825005,78.24139325523124,18.469353146295,5.0,186.40487794762097,15.0
A4,35.294117647058854,15.0,12.384203394879563,12.193321010959648,53.7816884308765,5.669521620892305,17.776567551731674,7.615349943290009,453.88005853894003,499.592574612075,14.914595937541668,26.3807670344,8.4436129880125,18.2984469081075,22.974628617025,5.0,275.80054576420986,15.0
B4,35.294117647058854,15.0,12.384203394879563,12.193321010959648,53.7816884308765,5.669521620892305,17.776567551731674,7.615349943290009,453.88005853894003,499.592574612075,14.914595937541668,26.3807670344,8.4436129880125,18.2984469081075,22.974628617025,5.0,275.80054576420986,15.0
C4,35.294117647058854,15.0,12.384203394879563,12.193321010959648,53.7816884308765,5.669521620892305,17.776567551731674,7.615349943290009,453.88005853894003,499.592574612075,14.914595937541668,26.3807670344,8.4436129880125,18.2984469081075,22.974628617025,5.0,275.80054576420986,15.0
D4,35.2941176470592,15.0,7.203390030022438,81.76268777191862,65.92167660065022,16.657602530787265,23.687887602389697,11.116730006489156,320.60726786381866,494.6453362737424,19.582085242858334,19.843013457610834,24.392187868725003,8.777565195998125,80.29376639105,5.0,255.21468551688042,15.0
E4,35.2941176470592,15.0,7.203390030022438,81.76268777191862,65.92167660065022,16.657602530787265,23.687887602389697,11.116730006489156,320.60726786381866,494.6453362737424,19.582085242858334,19.843013457610834,24.392187868725003,8.777565195998125,80.29376639105,5.0,255.21468551688042,15.0
F4,35.2941176470592,15.0,7.203390030022438,81.76268777191862,65.92167660065022,16.657602530787265,23.687887602389697,11.116730006489156,320.60726786381866,494.6453362737424,19.582085242858334,19.843013457610834,24.392187868725003,8.777565195998125,80.29376639105,5.0,255.21468551688042,15.0
A5,35.294117647058926,15.0,14.271128237617123,7.200130685538362,77.17449774193038,15.371378937033775,16.67118035750245,5.971041394580564,397.1487700096588,87.90775460748685,15.448847075375001,14.874898564533334,12.2436454034125,63.15699923740625,24.895444686,5.0,677.3701654148657,15.0
B5,35.294117647058926,15.0,14.271128237617123,7.200130685538362,77.17449774193038,15.371378937033775,16.67118035750245,5.971041394580564,397.1487700096588,87.90775460748685,15.448847075375001,14.874898564533334,12.2436454034125,63.15699923740625,24.895444686,5.0,677.3701654148657,15.0
C5,35.294117647058926,15.0,14.271128237617123,7.200130685538362,77.17449774193038,15.371378937033775,16.67118035750245,5.971041394580564,397.1487700096588,87.90775460748685,15.448847075375001,14.874898564533334,12.2436454034125,63.15699923740625,24.895444686,5.0,677.3701654148657,15.0
D5,35.29411764705889,15.0,22.103427185418376,62.535254444617735,91.67243311006555,7.739944279252542,6.420398915747975,7.166424229933543,475.0360327377761,463.3127970793223,10.560848598666668,5.466935889139999,5.274869375890001,5.790980637271563,24.748338249117506,5.0,241.87719762072126,15.0
E5,35.29411764705889,15.0,22.103427185418376,62.535254444617735,91.67243311006555,7.739944279252542,6.420398915747975,7.166424229933543,475.0360327377761,463.3127970793223,10.560848598666668,5.466935889139999,5.274869375890001,5.790980637271563,24.748338249117506,5.0,241.87719762072126,15.0
F5,35.29411764705889,15.0,22.103427185418376,62.535254444617735,91.67243311006555,7.739944279252542,6.420398915747975,7.166424229933543,475.0360327377761,463.3127970793223,10.560848598666668,5.466935889139999,5.274869375890001,5.790980637271563,24.748338249117506,5.0,241.87719762072126,15.0
A6,35.29411764705888,15.0,14.411026366220003,19.83334364171741,67.00537956514646,14.482121069388672,25.0,8.21129278213524,31.586850100456417,419.92750156609884,20.914913189283336,25.0,25.0,5.0292522545616976,32.97948719887812,5.0,720.3247146190549,15.0
B6,35.29411764705888,15.0,14.411026366220003,19.83334364171741,67.00537956514646,14.482121069388672,25.0,8.21129278213524,31.586850100456417,419.92750156609884,20.914913189283336,25.0,25.0,5.0292522545616976,32.97948719887812,5.0,720.3247146190549,15.0
C6,35.29411764705888,15.0,14.411026366220003,19.83334364171741,67.00537956514646,14.482121069388672,25.0,8.21129278213524,31.586850100456417,419.92750156609884,20.914913189283336,25.0,25.0,5.0292522545616976,32.97948719887812,5.0,720.3247146190549,15.0
D6,35.29411764705884,15.0,5.195190347090813,15.577614294654936,57.872546466040454,18.69780424445042,23.527347066166175,7.90083069044627,145.13040946772662,485.65556413130037,14.019955674166667,16.002395947245002,23.39440236869,16.30927358639094,13.0435787315425,5.0,587.37896933703,15.0
E6,35.29411764705884,15.0,5.195190347090813,15.577614294654936,57.872546466040454,18.69780424445042,23.527347066166175,7.90083069044627,145.13040946772662,485.65556413130037,14.019955674166667,16.002395947245002,23.39440236869,16.30927358639094,13.0435787315425,5.0,587.37896933703,15.0
F6,35.29411764705884,15.0,5.195190347090813,15.577614294654936,57.872546466040454,18.69780424445042,23.527347066166175,7.90083069044627,145.13040946772662,485.65556413130037,14.019955674166667,16.002395947245002,23.39440236869,16.30927358639094,13.0435787315425,5.0,587.37896933703,15.0
A7,35.29411764705888,15.0,8.08907946082,21.069068230053745,57.87268394739286,15.389668460938493,24.6378785229565,7.073038902114866,9.108848388344683,385.7296425719446,17.527844626474998,24.478996163045,20.778053451105,9.625753305677813,12.8652065371875,5.0,815.4601197848849,15.0
B7,35.29411764705888,15.0,8.08907946082,21.069068230053745,57.87268394739286,15.389668460938493,24.6378785229565,7.073038902114866,9.108848388344683,385.7296425719446,17.527844626474998,24.478996163045,20.778053451105,9.625753305677813,12.8652065371875,5.0,815.4601197848849,15.0
C7,35.29411764705888,15.0,8.08907946082,21.069068230053745,57.87268394739286,15.389668460938493,24.6378785229565,7.073038902114866,9.108848388344683,385.7296425719446,17.527844626474998,24.478996163045,20.778053451105,9.625753305677813,12.8652065371875,5.0,815.4601197848849,15.0
D7,35.29411764705891,15.0,10.852147758069064,22.562559845595516,30.059720427724677,16.21982324241316,23.31162957337655,7.8456661575781235,17.936239602453576,471.38960765484717,16.284983132758335,18.23249010010667,23.921978626145002,14.105190141408123,13.560154517737503,5.0,743.4236915727275,15.0
E7,35.29411764705891,15.0,10.852147758069064,22.562559845595516,30.059720427724677,16.21982324241316,23.31162957337655,7.8456661575781235,17.936239602453576,471.38960765484717,16.284983132758335,18.23249010010667,23.921978626145002,14.105190141408123,13.560154517737503,5.0,743.4236915727275,15.0
F7,35.29411764705891,15.0,10.852147758069064,22.562559845595516,30.059720427724677,16.21982324241316,23.31162957337655,7.8456661575781235,17.936239602453576,471.38960765484717,16.284983132758335,18.23249010010667,23.921978626145002,14.105190141408123,13.560154517737503,5.0,743.4236915727275,15.0
A8,35.29411764705894,15.0,31.306249586276248,14.715624420863875,51.07187108374971,18.720509905473726,23.47770051429295,6.421056351324025,110.10072838365272,461.8213542646321,21.339405384716667,16.278563166063332,24.9960861816,9.521029221592501,60.898919959349996,5.0,579.0367839293532,15.0
B8,35.29411764705894,15.0,31.306249586276248,14.715624420863875,51.07187108374971,18.720509905473726,23.47770051429295,6.421056351324025,110.10072838365272,461.8213542646321,21.339405384716667,16.278563166063332,24.9960861816,9.521029221592501,60.898919959349996,5.0,579.0367839293532,15.0
C8,35.29411764705894,15.0,31.306249586276248,14.715624420863875,51.07187108374971,18.720509905473726,23.47770051429295,6.421056351324025,110.10072838365272,461.8213542646321,21.339405384716667,16.278563166063332,24.9960861816,9.521029221592501,60.898919959349996,5.0,579.0367839293532,15.0
D8,35.29411764705873,15.0,50.493867123485,10.351095699372376,9.820197121165661,22.646475329047874,48.1068450442715,6.794433851639386,45.869049253615465,50.42549849699323,50.06970894567129,46.34542652795,48.55464584041074,47.7963102867625,52.570729113300004,5.0,939.8615997192563,15.0
E8,35.29411764705873,15.0,50.493867123485,10.351095699372376,9.820197121165661,22.646475329047874,48.1068450442715,6.794433851639386,45.869049253615465,50.42549849699323,50.06970894567129,46.34542652795,48.55464584041074,47.7963102867625,52.570729113300004,5.0,939.8615997192563,15.0
F8,35.29411764705873,15.0,50.493867123485,10.351095699372376,9.820197121165661,22.646475329047874,48.1068450442715,6.794433851639386,45.869049253615465,50.42549849699323,50.06970894567129,46.34542652795,48.55464584041074,47.7963102867625,52.570729113300004,5.0,939.8615997192563,15.0
