Well,H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340yield_pred,OD340yield_std,Label
E3,0.0022928406181201913,15.585714506148491,2.178632259332651,4.958269164017907,0.02381117285765833,7.227938117013101,5.186840285273846,414.0988809205676,4.337234570841539e-05,0.0017063549422110572,0.00020923475445538904,0.0012518622920837021,0.0007387741258518503,0.017742172849713758,0.004933616687137051,explore
F3,0.0022928406181201913,15.585714506148491,2.178632259332651,4.958269164017907,0.02381117285765833,7.227938117013101,5.186840285273846,414.0988809205676,4.337234570841539e-05,0.0017063549422110572,0.00020923475445538904,0.0012518622920837021,0.0007387741258518503,0.017742172849713758,0.004933616687137051,explore
A4,0.019814725431807328,2.43866420219193,1.5596689644954185,1.4967537079155686,0.07110627020692678,9.646109928167345,4.720352608804976,499.592574612075,0.00017897515125052106,0.00015828460220640916,0.000337744519520505,0.00585550301059447,0.0009189851446810923,0.03384323019254914,0.004892865776515277,explore
B4,0.019814725431807328,2.43866420219193,1.5596689644954185,1.4967537079155686,0.07110627020692678,9.646109928167345,4.720352608804976,499.592574612075,0.00017897515125052106,0.00015828460220640916,0.000337744519520505,0.00585550301059447,0.0009189851446810923,0.03384323019254914,0.004892865776515277,explore
C4,0.019814725431807328,2.43866420219193,1.5596689644954185,1.4967537079155686,0.07110627020692678,9.646109928167345,4.720352608804976,499.592574612075,0.00017897515125052106,0.00015828460220640916,0.000337744519520505,0.00585550301059447,0.0009189851446810923,0.03384323019254914,0.004892865776515277,explore
D4,0.011525424048035995,163.52537554383724,1.9117286214188558,4.397607068127838,0.09475155040955884,14.08119134155293,3.334315585783714,494.6453362737424,0.00023498502291431327,0.002381161614913338,0.0009756875147490201,0.002808820862719481,0.00016058753278214307,0.007183446754148362,0.0048639706597518135,explore
E4,0.011525424048035995,163.52537554383724,1.9117286214188558,4.397607068127838,0.09475155040955884,14.08119134155293,3.334315585783714,494.6453362737424,0.00023498502291431327,0.002381161614913338,0.0009756875147490201,0.002808820862719481,0.00016058753278214307,0.007183446754148362,0.0048639706597518135,explore
F4,0.011525424048035995,163.52537554383724,1.9117286214188558,4.397607068127838,0.09475155040955884,14.08119134155293,3.334315585783714,494.6453362737424,0.00023498502291431327,0.002381161614913338,0.0009756875147490201,0.002808820862719481,0.00016058753278214307,0.007183446754148362,0.0048639706597518135,explore
A5,0.022833805180187437,14.400261371076724,2.238060434515981,4.058044039376917,0.06668472143000986,7.563319099802048,4.130347208100452,87.90775460748685,0.00018538616490457516,0.0017849878277440346,0.0004897458161365744,0.0010105119877985408,0.0009958177874400324,0.014634886929388979,0.00476451276166364,explore
B5,0.022833805180187437,14.400261371076724,2.238060434515981,4.058044039376917,0.06668472143000986,7.563319099802048,4.130347208100452,87.90775460748685,0.00018538616490457516,0.0017849878277440346,0.0004897458161365744,0.0010105119877985408,0.0009958177874400324,0.014634886929388979,0.00476451276166364,explore
C5,0.022833805180187437,14.400261371076724,2.238060434515981,4.058044039376917,0.06668472143000986,7.563319099802048,4.130347208100452,87.90775460748685,0.00018538616490457516,0.0017849878277440346,0.0004897458161365744,0.0010105119877985408,0.0009958177874400324,0.014634886929388979,0.00476451276166364,explore
D5,0.0353654834966694,125.07050888923547,2.658500560191901,2.043345289722671,0.025681595662991927,9.077470691249157,4.940374740472871,463.3127970793223,0.00012673018318402698,0.0006560323066968555,0.00021099477503567886,0.0018531138039269233,0.0009899335299647515,0.0040393612766137345,0.004710253361596601,explore
E5,0.0353654834966694,125.07050888923547,2.658500560191901,2.043345289722671,0.025681595662991927,9.077470691249157,4.940374740472871,463.3127970793223,0.00012673018318402698,0.0006560323066968555,0.00021099477503567886,0.0018531138039269233,0.0009899335299647515,0.0040393612766137345,0.004710253361596601,explore
F5,0.0353654834966694,125.07050888923547,2.658500560191901,2.043345289722671,0.025681595662991927,9.077470691249157,4.940374740472871,463.3127970793223,0.00012673018318402698,0.0006560323066968555,0.00021099477503567886,0.0018531138039269233,0.0009899335299647515,0.0040393612766137345,0.004710253361596601,explore
A6,0.0011528821092976578,3.966668728343482,0.13401075913029295,3.8232799623186096,0.1,10.400970857371304,0.3285032410447467,419.9275015660988,0.0002509789582714793,0.003,0.001,8.046803607298717e-05,6.595897439775624e-05,0.039740242778087354,0.004990425460342472,exploit
B6,0.0011528821092976578,3.966668728343482,0.13401075913029295,3.8232799623186096,0.1,10.400970857371304,0.3285032410447467,419.9275015660988,0.0002509789582714793,0.003,0.001,8.046803607298717e-05,6.595897439775624e-05,0.039740242778087354,0.004990425460342472,exploit
C6,0.0011528821092976578,3.966668728343482,0.13401075913029295,3.8232799623186096,0.1,10.400970857371304,0.3285032410447467,419.9275015660988,0.0002509789582714793,0.003,0.001,8.046803607298717e-05,6.595897439775624e-05,0.039740242778087354,0.004990425460342472,exploit
D6,0.008312304555345346,3.115522858930987,0.1157450929320809,4.936220320534911,0.09410938826466474,10.007718874565276,1.5093562584643567,485.6555641313003,0.00016823946809006138,0.001920287513669419,0.0009357760947476769,0.005218967547645155,0.0005217431492617574,0.03878414945708436,0.004868540781226106,exploit
E6,0.008312304555345346,3.115522858930987,0.1157450929320809,4.936220320534911,0.09410938826466474,10.007718874565276,1.5093562584643567,485.6555641313003,0.00016823946809006138,0.001920287513669419,0.0009357760947476769,0.005218967547645155,0.0005217431492617574,0.03878414945708436,0.004868540781226106,exploit
F6,0.008312304555345346,3.115522858930987,0.1157450929320809,4.936220320534911,0.09410938826466474,10.007718874565276,1.5093562584643567,485.6555641313003,0.00016823946809006138,0.001920287513669419,0.0009357760947476769,0.005218967547645155,0.0005217431492617574,0.03878414945708436,0.004868540781226106,exploit
A7,0.0006471263568656807,4.213813646010749,1.678307834474393,4.062872473687762,0.09855151409182605,8.959182609345497,0.09473202323878471,385.7296425719446,0.00021033413551778125,0.0029374795395654195,0.0008311221380442062,0.003080241057816932,0.0005146082614875111,0.038708371985030944,0.00480400667198095,exploit
B7,0.0006471263568656807,4.213813646010749,1.678307834474393,4.062872473687762,0.09855151409182605,8.959182609345497,0.09473202323878471,385.7296425719446,0.00021033413551778125,0.0029374795395654195,0.0008311221380442062,0.003080241057816932,0.0005146082614875111,0.038708371985030944,0.00480400667198095,exploit
C7,0.0006471263568656807,4.213813646010749,1.678307834474393,4.062872473687762,0.09855151409182605,8.959182609345497,0.09473202323878471,385.7296425719446,0.00021033413551778125,0.0029374795395654195,0.0008311221380442062,0.003080241057816932,0.0005146082614875111,0.038708371985030944,0.00480400667198095,exploit
D7,0.01736343641291057,4.512511969119103,0.8717318924040157,4.282033335997075,0.09324651829350628,9.937843799598957,0.18653689186551725,471.38960765484717,0.0001954197975931616,0.0021878988120128816,0.0009568791450458838,0.004513660845250658,0.0005424061807095923,0.03870511442071976,0.004911953448695,exploit
E7,0.01736343641291057,4.512511969119103,0.8717318924040157,4.282033335997075,0.09324651829350628,9.937843799598957,0.18653689186551725,471.38960765484717,0.0001954197975931616,0.0021878988120128816,0.0009568791450458838,0.004513660845250658,0.0005424061807095923,0.03870511442071976,0.004911953448695,exploit
F7,0.01736343641291057,4.512511969119103,0.8717318924040157,4.282033335997075,0.09324651829350628,9.937843799598957,0.18653689186551725,471.38960765484717,0.0001954197975931616,0.0021878988120128816,0.0009568791450458838,0.004513660845250658,0.0005424061807095923,0.03870511442071976,0.004911953448695,exploit
A8,0.0025044999669021593,2.943124884172775,1.4810842614287418,4.942214615045064,0.09391080205717182,8.133338045010433,1.1450475751899882,461.8213542646321,0.0002560728646166746,0.0019534275799276404,0.0009998434472640997,0.0030467293509096804,0.00012179783991877146,0.038218271231520745,0.0049496693805224,exploit
B8,0.0025044999669021593,2.943124884172775,1.4810842614287418,4.942214615045064,0.09391080205717182,8.133338045010433,1.1450475751899882,461.8213542646321,0.0002560728646166746,0.0019534275799276404,0.0009998434472640997,0.0030467293509096804,0.00012179783991877146,0.038218271231520745,0.0049496693805224,exploit
C8,0.0025044999669021593,2.943124884172775,1.4810842614287418,4.942214615045064,0.09391080205717182,8.133338045010433,1.1450475751899882,461.8213542646321,0.0002560728646166746,0.0019534275799276404,0.0009998434472640997,0.0030467293509096804,0.00012179783991877146,0.038218271231520745,0.0049496693805224,exploit
D8,0.004039509369878838,20.702191398744752,0.28478571651380424,1.1957338973737275,0.00962136900885435,8.606282878743222,0.4770381122376008,50.42549849699323,3.0041825367402773e-05,0.0002780725591677338,9.710929168082147e-05,0.0007647409645882379,0.00010514145822667003,0.012344104568954864,0.004526492361308532,standard
E8,0.004039509369878838,20.702191398744752,0.28478571651380424,1.1957338973737275,0.00962136900885435,8.606282878743222,0.4770381122376008,50.42549849699323,3.0041825367402773e-05,0.0002780725591677338,9.710929168082147e-05,0.0007647409645882379,0.00010514145822667003,0.012344104568954864,0.004526492361308532,standard
F8,0.004039509369878838,20.702191398744752,0.28478571651380424,1.1957338973737275,0.00962136900885435,8.606282878743222,0.4770381122376008,50.42549849699323,3.0041825367402773e-05,0.0002780725591677338,9.710929168082147e-05,0.0007647409645882379,0.00010514145822667003,0.012344104568954864,0.004526492361308532,standard
