,H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340yield_pred,OD340yield_std,Label
13,0.035994792,3.06935967,1.9109741,3.277693882,0.06577781,6.387180415,4.389175496,450.7764264,0.000144367,0.002920868,0.000684049,0.002558889,0.000815681,0.041016924,0.003811545812476316,exploit
14,0.035994792,3.06935967,1.9109741,3.277693882,0.06577781,6.387180415,4.389175496,450.7764264,0.000144367,0.002920868,0.000684049,0.002558889,0.000815681,0.041016924,0.003811545812476316,exploit
15,0.033822661,9.997432923,0.76253625,3.097877875,0.098167546,10.27432001,4.210016997,388.8361683,0.000209678,0.001809083,0.00065147,0.007695664,0.000472645,0.032615908,0.0037663620703137337,exploit
16,0.033822661,9.997432923,0.76253625,3.097877875,0.098167546,10.27432001,4.210016997,388.8361683,0.000209678,0.001809083,0.00065147,0.007695664,0.000472645,0.032615908,0.0037663620703137337,exploit
17,0.033822661,9.997432923,0.76253625,3.097877875,0.098167546,10.27432001,4.210016997,388.8361683,0.000209678,0.001809083,0.00065147,0.007695664,0.000472645,0.032615908,0.0037663620703137337,exploit
18,0.017092024,9.539903892,2.723093537,4.296239352,0.07472602,11.00412334,4.440926048,389.9401065,0.000203597,0.000853709,0.000939376,0.006287835,0.000846472,0.031417184,0.003769632444233031,exploit
19,0.017092024,9.539903892,2.723093537,4.296239352,0.07472602,11.00412334,4.440926048,389.9401065,0.000203597,0.000853709,0.000939376,0.006287835,0.000846472,0.031417184,0.003769632444233031,exploit
20,0.017092024,9.539903892,2.723093537,4.296239352,0.07472602,11.00412334,4.440926048,389.9401065,0.000203597,0.000853709,0.000939376,0.006287835,0.000846472,0.031417184,0.003769632444233031,exploit
21,0.01177795,11.18431685,2.342212242,2.450389778,0.096537487,9.495707654,2.965366146,478.2211579,7.88e-05,0.002749191,0.000731483,0.000112808,0.000946091,0.031274552,0.0037845763517286098,exploit
22,0.01177795,11.18431685,2.342212242,2.450389778,0.096537487,9.495707654,2.965366146,478.2211579,7.88e-05,0.002749191,0.000731483,0.000112808,0.000946091,0.031274552,0.0037845763517286098,exploit
23,0.01177795,11.18431685,2.342212242,2.450389778,0.096537487,9.495707654,2.965366146,478.2211579,7.88e-05,0.002749191,0.000731483,0.000112808,0.000946091,0.031274552,0.0037845763517286098,exploit
24,0.009211513,13.04652621,2.471903624,5.418281901,0.095785366,7.075683042,3.484386694,458.7125328,0.000219444,0.002643957,0.000452631,0.006621789,0.000792144,0.029629534,0.003767418002672852,exploit
25,0.009211513,13.04652621,2.471903624,5.418281901,0.095785366,7.075683042,3.484386694,458.7125328,0.000219444,0.002643957,0.000452631,0.006621789,0.000792144,0.029629534,0.003767418002672852,exploit
26,0.009211513,13.04652621,2.471903624,5.418281901,0.095785366,7.075683042,3.484386694,458.7125328,0.000219444,0.002643957,0.000452631,0.006621789,0.000792144,0.029629534,0.003767418002672852,exploit
27,0.034275349,13.20894023,2.513103504,5.323705006,0.039939898,8.128851666,3.315675293,378.8722029,0.00014258,0.002948664,0.000723791,0.002889194,0.000973391,0.023503843,0.0037985863626644593,exploit
28,0.034275349,13.20894023,2.513103504,5.323705006,0.039939898,8.128851666,3.315675293,378.8722029,0.00014258,0.002948664,0.000723791,0.002889194,0.000973391,0.023503843,0.0037985863626644593,exploit
29,0.034275349,13.20894023,2.513103504,5.323705006,0.039939898,8.128851666,3.315675293,378.8722029,0.00014258,0.002948664,0.000723791,0.002889194,0.000973391,0.023503843,0.0037985863626644593,exploit
30,0.009710144,38.80681149,1.25555888,2.006836458,0.093634813,10.28299666,4.482324613,358.8167355,0.000138552,0.002925546,0.00014681,0.005297072,0.00077889,0.018358667,0.003940050061874155,exploit
31,0.009710144,38.80681149,1.25555888,2.006836458,0.093634813,10.28299666,4.482324613,358.8167355,0.000138552,0.002925546,0.00014681,0.005297072,0.00077889,0.018358667,0.003940050061874155,exploit
32,0.009710144,38.80681149,1.25555888,2.006836458,0.093634813,10.28299666,4.482324613,358.8167355,0.000138552,0.002925546,0.00014681,0.005297072,0.00077889,0.018358667,0.003940050061874155,exploit
33,0.025166667,44.09044176,2.238242034,0.765491561,0.073584751,9.748595061,0.693946759,413.9678649,6.74e-05,0.00218622,0.000632686,0.001817516,0.000909731,0.018226919,0.0038850239837655326,exploit
34,0.025166667,44.09044176,2.238242034,0.765491561,0.073584751,9.748595061,0.693946759,413.9678649,6.74e-05,0.00218622,0.000632686,0.001817516,0.000909731,0.018226919,0.0038850239837655326,exploit
35,0.025166667,44.09044176,2.238242034,0.765491561,0.073584751,9.748595061,0.693946759,413.9678649,6.74e-05,0.00218622,0.000632686,0.001817516,0.000909731,0.018226919,0.0038850239837655326,exploit
36,0.007359411,40.3546122,1.306932716,5.896195291,0.087899855,9.074153124,0.574910599,406.1910979,0.000258974,0.002947631,0.000695052,0.001189692,0.000588627,0.017955643,0.0038873868538171798,exploit
37,0.007359411,40.3546122,1.306932716,5.896195291,0.087899855,9.074153124,0.574910599,406.1910979,0.000258974,0.002947631,0.000695052,0.001189692,0.000588627,0.017955643,0.0038873868538171798,exploit
38,0.007359411,40.3546122,1.306932716,5.896195291,0.087899855,9.074153124,0.574910599,406.1910979,0.000258974,0.002947631,0.000695052,0.001189692,0.000588627,0.017955643,0.0038873868538171798,exploit
39,0.035459335,39.97308739,1.934612933,0.52578268,0.083433965,7.301727387,1.046385271,439.3721305,0.000297694,0.001533707,0.000605281,0.006679827,0.000853699,0.017919963,0.003933249205634334,exploit
40,0.035459335,39.97308739,1.934612933,0.52578268,0.083433965,7.301727387,1.046385271,439.3721305,0.000297694,0.001533707,0.000605281,0.006679827,0.000853699,0.017919963,0.003933249205634334,exploit
41,0.035459335,39.97308739,1.934612933,0.52578268,0.083433965,7.301727387,1.046385271,439.3721305,0.000297694,0.001533707,0.000605281,0.006679827,0.000853699,0.017919963,0.003933249205634334,exploit
42,0.008610631,2.61313358,1.538809051,3.247841123,0.099591253,9.612633149,5.169960668,383.3605917,3e-06,0.003,0.001,0.008,1e-05,0.043351164,0.0037959566046717676,exploit
43,0.008610631,2.61313358,1.538809051,3.247841123,0.099591253,9.612633149,5.169960668,383.3605917,3e-06,0.003,0.001,0.008,1e-05,0.043351164,0.0037959566046717676,exploit
44,0.008610631,2.61313358,1.538809051,3.247841123,0.099591253,9.612633149,5.169960668,383.3605917,3e-06,0.003,0.001,0.008,1e-05,0.043351164,0.0037959566046717676,exploit
45,0.003910635,19.05372621,0.308324519,1.22718969,0.01048185,10.03262724,0.488226375,48.0730264,3.04e-05,0.000303691,9.64e-05,0.000735231,9.07e-05,0.012909549,0.0037589302496112004,standard
46,0.003910635,19.05372621,0.308324519,1.22718969,0.01048185,10.03262724,0.488226375,48.0730264,3.04e-05,0.000303691,9.64e-05,0.000735231,9.07e-05,0.012909549,0.0037589302496112004,standard
47,0.003910635,19.05372621,0.308324519,1.22718969,0.01048185,10.03262724,0.488226375,48.0730264,3.04e-05,0.000303691,9.64e-05,0.000735231,9.07e-05,0.012909549,0.0037589302496112004,standard
