Well,H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM]
D5,0.0004157030614882786,13.19507692366193,1.2117719295159992,5.553505084276881,0.0036315916581977172,13.109187965541857,3.968991832160993,280.773748953455,0.0002489720264041558,0.001727203820704273,0.0005629251029537484,0.0035349202259607354,0.0002632534731714312
E5,0.0004157030614882786,13.19507692366193,1.2117719295159992,5.553505084276881,0.0036315916581977172,13.109187965541857,3.968991832160993,280.773748953455,0.0002489720264041558,0.001727203820704273,0.0005629251029537484,0.0035349202259607354,0.0002632534731714312
F5,0.0004157030614882786,13.19507692366193,1.2117719295159992,5.553505084276881,0.0036315916581977172,13.109187965541857,3.968991832160993,280.773748953455,0.0002489720264041558,0.001727203820704273,0.0005629251029537484,0.0035349202259607354,0.0002632534731714312
A6,0.009428113721460988,5.728598518087981,0.07940255472374497,2.334499635803191,0.004711548837731771,10.67447115467129,3.2347659456016182,479.90023624144413,0.00016701289483012517,0.0022675468660488017,7.777386816198885e-05,0.0016789015835124276,6.324150886264978e-05
B6,0.009428113721460988,5.728598518087981,0.07940255472374497,2.334499635803191,0.004711548837731771,10.67447115467129,3.2347659456016182,479.90023624144413,0.00016701289483012517,0.0022675468660488017,7.777386816198885e-05,0.0016789015835124276,6.324150886264978e-05
C6,0.009428113721460988,5.728598518087981,0.07940255472374497,2.334499635803191,0.004711548837731771,10.67447115467129,3.2347659456016182,479.90023624144413,0.00016701289483012517,0.0022675468660488017,7.777386816198885e-05,0.0016789015835124276,6.324150886264978e-05
D6,0.003353991492684981,5.56036904395254,0.0840057457764646,1.1282810493134772,0.006862190747430981,11.392169567417605,5.036936290141398,175.61960202955802,8.029951839606605e-06,0.0002555851100239156,0.0008257113566925041,0.00403013698687286,0.0007054655863048153
E6,0.003353991492684981,5.56036904395254,0.0840057457764646,1.1282810493134772,0.006862190747430981,11.392169567417605,5.036936290141398,175.61960202955802,8.029951839606605e-06,0.0002555851100239156,0.0008257113566925041,0.00403013698687286,0.0007054655863048153
F6,0.003353991492684981,5.56036904395254,0.0840057457764646,1.1282810493134772,0.006862190747430981,11.392169567417605,5.036936290141398,175.61960202955802,8.029951839606605e-06,0.0002555851100239156,0.0008257113566925041,0.00403013698687286,0.0007054655863048153
A7,0.00822986088994075,101.68182269436844,0.7994057058101354,4.527835149790189,0.04235734633192724,11.621011778663037,0.849415574655424,44.34727273156695,0.00010962092395003552,0.00040054868335609114,8.544779747015488e-05,0.00033094370271277224,3.643242376751306e-05
B7,0.00822986088994075,101.68182269436844,0.7994057058101354,4.527835149790189,0.04235734633192724,11.621011778663037,0.849415574655424,44.34727273156695,0.00010962092395003552,0.00040054868335609114,8.544779747015488e-05,0.00033094370271277224,3.643242376751306e-05
C7,0.00822986088994075,101.68182269436844,0.7994057058101354,4.527835149790189,0.04235734633192724,11.621011778663037,0.849415574655424,44.34727273156695,0.00010962092395003552,0.00040054868335609114,8.544779747015488e-05,0.00033094370271277224,3.643242376751306e-05
D7,0.0205514020313692,191.82535619455257,1.4709445121841498,0.9952496824419591,0.009905088389427247,8.212796459274731,0.4605542151016478,202.8384931616542,1.8269508932504898e-05,0.0029294323158171485,3.620982708735242e-05,0.000642428009315098,9.952955879169795e-05
E7,0.0205514020313692,191.82535619455257,1.4709445121841498,0.9952496824419591,0.009905088389427247,8.212796459274731,0.4605542151016478,202.8384931616542,1.8269508932504898e-05,0.0029294323158171485,3.620982708735242e-05,0.000642428009315098,9.952955879169795e-05
F7,0.0205514020313692,191.82535619455257,1.4709445121841498,0.9952496824419591,0.009905088389427247,8.212796459274731,0.4605542151016478,202.8384931616542,1.8269508932504898e-05,0.0029294323158171485,3.620982708735242e-05,0.000642428009315098,9.952955879169795e-05
A8,0.0028059854669056842,15.870891620434737,0.45486214971499017,0.2746644533917152,0.001765633569134334,7.5292219284516895,3.7071820161730398,13.414318690126448,2.1358340192126342e-05,3.589370117051954e-05,3.1095543763977665e-05,0.0019956523818136875,0.0009666447146297536
B8,0.0028059854669056842,15.870891620434737,0.45486214971499017,0.2746644533917152,0.001765633569134334,7.5292219284516895,3.7071820161730398,13.414318690126448,2.1358340192126342e-05,3.589370117051954e-05,3.1095543763977665e-05,0.0019956523818136875,0.0009666447146297536
C8,0.0028059854669056842,15.870891620434737,0.45486214971499017,0.2746644533917152,0.001765633569134334,7.5292219284516895,3.7071820161730398,13.414318690126448,2.1358340192126342e-05,3.589370117051954e-05,3.1095543763977665e-05,0.0019956523818136875,0.0009666447146297536
D8,0.0041319011155993785,19.638833776932106,0.28529518938822146,1.3216416081186577,0.009411974859792565,10.16765774929634,0.5608037959483533,45.548442576158735,3.279409726681246e-05,0.0003270811004383699,9.593569875258637e-05,0.0008583592420740898,9.682196905071557e-05
E8,0.0041319011155993785,19.638833776932106,0.28529518938822146,1.3216416081186577,0.009411974859792565,10.16765774929634,0.5608037959483533,45.548442576158735,3.279409726681246e-05,0.0003270811004383699,9.593569875258637e-05,0.0008583592420740898,9.682196905071557e-05
F8,0.0041319011155993785,19.638833776932106,0.28529518938822146,1.3216416081186577,0.009411974859792565,10.16765774929634,0.5608037959483533,45.548442576158735,3.279409726681246e-05,0.0003270811004383699,9.593569875258637e-05,0.0008583592420740898,9.682196905071557e-05
